1, 0.6216126504659529
2, 0.6020266692759275
3, 0.5853946548236333
4, 0.5756458249976673
5, 0.568819698594117
6, 0.5618600228774282
7, 0.5551769217726833
8, 0.5495199828853753
9, 0.545414751487704
10, 0.5418728451003297
11, 0.5382421589127971
12, 0.5349561972452703
13, 0.5320450248034889
14, 0.5301027835077186
15, 0.5278039846679232
16, 0.5252354214394215
17, 0.5233833533562209
18, 0.5216651426266875
19, 0.5194853563529831
20, 0.5174316430358237
21, 0.5159559709119556
22, 0.5148042927257195
23, 0.5114268404249568
24, 0.5112295515011108
25, 0.5106733416564573
26, 0.5085832399746995
27, 0.5069633590896226
28, 0.5059371941785749
29, 0.5054037068117803
30, 0.5028019532249519
31, 0.5027235119797097
32, 0.5013711104674998
33, 0.5004863914166032
34, 0.49799413294329514
35, 0.4971826362258033
36, 0.49647508092473697
37, 0.49560736647393955
38, 0.49449524233698494
39, 0.49377607829337666
40, 0.49216717851241565
41, 0.491596770069176
42, 0.4910923180562403
43, 0.4902285411828293
44, 0.4890142410131941
45, 0.48788123870546934
46, 0.4869614465002121
47, 0.4867923946159021
48, 0.48510423240559497
49, 0.48435580812564705
50, 0.4843268407456076
51, 0.4839172219838675
52, 0.4811699134675766
53, 0.48220523673541604
54, 0.4814025843176959
55, 0.481085783432755
56, 0.47998651099536604
57, 0.4793684583970329
58, 0.47783607794649224
59, 0.47769110118212155
60, 0.477321529511382
61, 0.4752503774538021
62, 0.47557640467713264
63, 0.47544290085422997
64, 0.4738587961468803
65, 0.4734374505009328
66, 0.47286488285271105
67, 0.47273066139625514
68, 0.4715613510100731
69, 0.4695219095431019
70, 0.470120075931021
71, 0.4694941317057064
72, 0.4691852351140856
73, 0.4683876465240909
74, 0.46749363407198974
75, 0.467652251499728
76, 0.46632616499255986
77, 0.465966096421821
78, 0.46526153984093493
79, 0.4647700750739807
80, 0.4639066711150499
81, 0.4637031755424482
82, 0.4630303674056604
83, 0.4630257290997907
84, 0.46192481838872057
85, 0.4609070967649392
86, 0.4612691773801508
87, 0.4600456281395957
88, 0.45953048904955174
89, 0.4594085750656971
90, 0.4584923023230323
91, 0.45868738277119003
92, 0.4568660113734311
93, 0.45796021536127973
94, 0.45708179361535933
95, 0.4564605061443475
96, 0.4556866451059572
97, 0.4552555741931509
98, 0.454239568618961
99, 0.4534413508628143
